"","new_start","new_end","Location"
"521",2020-11-02,2021-03-01,"planet_C004182"
"522",2019-11-02,2020-05-02,"planet_C004115"
"523",2020-05-02,2020-11-02,"planet_C004115"
"524",2020-11-02,2021-03-01,"planet_C004115"
"525",2019-11-02,2020-05-02,"planet_C003919"
"526",2020-05-02,2020-11-02,"planet_C003919"
"527",2020-11-02,2021-03-01,"planet_C003919"
"528",2019-11-02,2020-05-02,"planet_C003257"
"529",2020-05-02,2020-11-02,"planet_C003257"
"530",2020-11-02,2021-03-01,"planet_C003257"
"531",2019-11-02,2020-05-02,"planet_C003179"
"532",2020-05-02,2020-11-02,"planet_C003179"
"533",2020-11-02,2021-03-01,"planet_C003179"
"534",2019-11-02,2020-05-02,"planet_C003415"
"535",2020-05-02,2020-11-02,"planet_C003415"
"536",2020-11-02,2021-03-01,"planet_C003415"
"537",2019-11-02,2020-05-02,"planet_C004345"
"538",2020-05-02,2020-11-02,"planet_C004345"
"539",2020-11-02,2021-03-01,"planet_C004345"
"540",2019-11-02,2020-05-02,"planet_C003129"
"541",2020-05-02,2020-11-02,"planet_C003129"
"542",2020-11-02,2021-03-01,"planet_C003129"
"543",2019-11-02,2020-05-02,"planet_C003136"
"544",2020-05-02,2020-11-02,"planet_C003136"
"545",2020-11-02,2021-03-01,"planet_C003136"
"546",2019-11-02,2020-05-02,"planet_C003151"
"547",2020-05-02,2020-11-02,"planet_C003151"
"548",2020-11-02,2021-03-01,"planet_C003151"
"549",2019-11-02,2020-05-02,"planet_C003208"
"550",2020-05-02,2020-11-02,"planet_C003208"
"551",2020-11-02,2021-03-01,"planet_C003208"
"552",2019-11-02,2020-05-02,"planet_C003002"
"553",2020-05-02,2020-11-02,"planet_C003002"
"554",2020-11-02,2021-03-01,"planet_C003002"
"555",2019-11-02,2020-05-02,"planet_C003344"
"556",2020-05-02,2020-11-02,"planet_C003344"
"557",2020-11-02,2021-03-01,"planet_C003344"
"558",2019-11-02,2020-05-02,"planet_C004342"
"559",2020-05-02,2020-11-02,"planet_C004342"
"560",2020-11-02,2021-03-01,"planet_C004342"
"561",2019-11-02,2020-05-02,"planet_C003963"
"562",2020-05-02,2020-11-02,"planet_C003963"
"563",2020-11-02,2021-03-01,"planet_C003963"
"564",2019-11-02,2020-05-02,"planet_C003800"
"565",2020-05-02,2020-11-02,"planet_C003800"
"566",2020-11-02,2021-03-01,"planet_C003800"
"567",2019-11-02,2020-05-02,"planet_C003789"
"568",2020-05-02,2020-11-02,"planet_C003789"
"569",2020-11-02,2021-03-01,"planet_C003789"
"570",2019-11-02,2020-05-02,"planet_C003751"
"571",2020-05-02,2020-11-02,"planet_C003751"
"572",2020-11-02,2021-03-01,"planet_C003751"
"573",2019-11-02,2020-05-02,"planet_C003947"
"574",2020-05-02,2020-11-02,"planet_C003947"
"575",2020-11-02,2021-03-01,"planet_C003947"
"576",2019-11-02,2020-05-02,"planet_C004318"
"577",2020-05-02,2020-11-02,"planet_C004318"
"578",2020-11-02,2021-03-01,"planet_C004318"
"579",2019-11-02,2020-05-02,"planet_C003771"
"580",2020-05-02,2020-11-02,"planet_C003771"
"581",2020-11-02,2021-03-01,"planet_C003771"
"582",2019-11-02,2020-05-02,"planet_C003182"
"583",2020-05-02,2020-11-02,"planet_C003182"
"584",2020-11-02,2021-03-01,"planet_C003182"
"585",2019-11-02,2020-05-02,"planet_C003291"
"586",2020-05-02,2020-11-02,"planet_C003291"
"587",2020-11-02,2021-03-01,"planet_C003291"
"588",2018-04-02,2018-10-02,"whittier_upslope_2018"
"589",2018-10-02,2018-12-30,"whittier_upslope_2018"
"590",2018-04-02,2018-10-02,"whittier_midslope_2018"
"591",2018-10-02,2018-12-30,"whittier_midslope_2018"
"592",2018-04-02,2018-10-02,"whittier_downslope_2018"
"593",2018-10-02,2018-12-30,"whittier_downslope_2018"
"594",2019-04-02,2019-10-02,"whittier_upslope_2019"
"595",2019-10-02,2019-12-30,"whittier_upslope_2019"
"596",2019-04-02,2019-10-02,"whittier_midslope_2019"
"597",2019-10-02,2019-12-30,"whittier_midslope_2019"
"598",2019-04-02,2019-10-02,"whittier_downslope_2019"
"599",2019-10-02,2019-12-30,"whittier_downslope_2019"
"600",2020-04-02,2020-10-02,"whittier_upslope_2020"
"601",2020-10-02,2020-12-30,"whittier_upslope_2020"
"602",2020-04-02,2020-10-02,"whittier_midslope_2020"
"603",2020-10-02,2020-12-30,"whittier_midslope_2020"
"604",2020-04-02,2020-10-02,"whittier_downslope_2020"
"605",2020-10-02,2020-12-30,"whittier_downslope_2020"
"606",2021-04-02,2021-10-02,"whittier_upslope_2021"
"607",2021-10-02,2021-12-30,"whittier_upslope_2021"
"608",2021-04-02,2021-10-02,"whittier_midslope_2021"
"609",2021-10-02,2021-12-30,"whittier_midslope_2021"
"610",2021-04-02,2021-10-02,"whittier_downslope_2021"
"611",2021-10-02,2021-12-30,"whittier_downslope_2021"
