Location,new_start,new_end,X,lon,lat,Pod1,Pod2,Pod3,Group,start_date,end_date,Ortho,Scene,order_id_s_h
kenya_A000702,12/31/2021,07/01/2022,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,07/01/2022,12/31/2022,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,12/31/2022,03/01/2023,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000706,12/31/2017,07/01/2018,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,07/01/2018,12/31/2018,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,12/31/2018,07/01/2019,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,07/01/2019,12/31/2019,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,12/31/2019,07/01/2020,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,07/01/2020,12/31/2020,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,12/31/2020,07/01/2021,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,07/01/2021,12/31/2021,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,12/31/2021,07/01/2022,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,07/01/2022,12/31/2022,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000706,12/31/2022,03/01/2023,48,37.24906,0.10191,A000706,,,kenya,03/01/2018,12/31/2022,250,250,eacb567b-3614-4991-bc4f-32aff4b251ae
kenya_A000708,12/31/2017,07/01/2018,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,07/01/2018,12/31/2018,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,12/31/2018,07/01/2019,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,07/01/2019,12/31/2019,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,12/31/2019,07/01/2020,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,07/01/2020,12/31/2020,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,12/31/2020,07/01/2021,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,07/01/2021,12/31/2021,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,12/31/2021,07/01/2022,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,07/01/2022,12/31/2022,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000708,12/31/2022,03/01/2023,49,37.05657,-0.05785,A000708,,,kenya,03/01/2018,12/31/2022,250,250,890775b9-44b3-49d6-b453-c5e501eedde0
kenya_A000709,12/31/2017,07/01/2018,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,07/01/2018,12/31/2018,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,12/31/2018,07/01/2019,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,07/01/2019,12/31/2019,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,12/31/2019,07/01/2020,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,07/01/2020,12/31/2020,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,12/31/2020,07/01/2021,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,07/01/2021,12/31/2021,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,12/31/2021,07/01/2022,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,07/01/2022,12/31/2022,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000709,12/31/2022,03/01/2023,50,36.98456,0.01488,A000709,,,kenya,03/01/2018,12/31/2022,250,250,3b0dc01e-e14b-4797-bef8-1bdbf4c74f63
kenya_A000716,12/31/2017,07/01/2018,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,07/01/2018,12/31/2018,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,12/31/2018,07/01/2019,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,07/01/2019,12/31/2019,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,12/31/2019,07/01/2020,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,07/01/2020,12/31/2020,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,12/31/2020,07/01/2021,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,07/01/2021,12/31/2021,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,12/31/2021,07/01/2022,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,07/01/2022,12/31/2022,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000716,12/31/2022,03/01/2023,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be
kenya_A000722,12/31/2017,07/01/2018,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,07/01/2018,12/31/2018,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,12/31/2018,07/01/2019,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,07/01/2019,12/31/2019,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,12/31/2019,07/01/2020,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,07/01/2020,12/31/2020,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,12/31/2020,07/01/2021,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,07/01/2021,12/31/2021,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,12/31/2021,07/01/2022,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,07/01/2022,12/31/2022,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000722,12/31/2022,03/01/2023,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f
kenya_A000724,12/31/2017,07/01/2018,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,07/01/2018,12/31/2018,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,12/31/2018,07/01/2019,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,07/01/2019,12/31/2019,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,12/31/2019,07/01/2020,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,07/01/2020,12/31/2020,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,12/31/2020,07/01/2021,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,07/01/2021,12/31/2021,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,12/31/2021,07/01/2022,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,07/01/2022,12/31/2022,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000724,12/31/2022,03/01/2023,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9
kenya_A000729,12/31/2017,07/01/2018,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,07/01/2018,12/31/2018,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,12/31/2018,07/01/2019,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,07/01/2019,12/31/2019,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,12/31/2019,07/01/2020,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,07/01/2020,12/31/2020,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,12/31/2020,07/01/2021,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,07/01/2021,12/31/2021,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,12/31/2021,07/01/2022,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,07/01/2022,12/31/2022,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000729,12/31/2022,03/01/2023,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679
kenya_A000756,12/31/2017,07/01/2018,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,07/01/2018,12/31/2018,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,12/31/2018,07/01/2019,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,07/01/2019,12/31/2019,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,12/31/2019,07/01/2020,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,07/01/2020,12/31/2020,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,12/31/2020,07/01/2021,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,07/01/2021,12/31/2021,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,12/31/2021,07/01/2022,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,07/01/2022,12/31/2022,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000756,12/31/2022,03/01/2023,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302
kenya_A000769,12/31/2017,07/01/2018,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,07/01/2018,12/31/2018,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,12/31/2018,07/01/2019,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,07/01/2019,12/31/2019,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,12/31/2019,07/01/2020,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,07/01/2020,12/31/2020,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,12/31/2020,07/01/2021,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,07/01/2021,12/31/2021,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,12/31/2021,07/01/2022,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,07/01/2022,12/31/2022,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000769,12/31/2022,03/01/2023,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a
kenya_A000793,12/31/2017,07/01/2018,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,07/01/2018,12/31/2018,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,12/31/2018,07/01/2019,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,07/01/2019,12/31/2019,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,12/31/2019,07/01/2020,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,07/01/2020,12/31/2020,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,12/31/2020,07/01/2021,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,07/01/2021,12/31/2021,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,12/31/2021,07/01/2022,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,07/01/2022,12/31/2022,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
kenya_A000793,12/31/2022,03/01/2023,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178
Makulu_farmer,09/02/2020,03/02/2021,3,28.28576,-15.58808,A000415,,,Zam_20_21,11/01/2020,05/31/2021,121,166,91bb65ce-98cf-49c3-a983-bbba10817ebb
Makulu_farmer,03/02/2021,07/30/2021,3,28.28576,-15.58808,A000415,,,Zam_20_21,11/01/2020,05/31/2021,121,166,91bb65ce-98cf-49c3-a983-bbba10817ebb
Makulu_plot_1_21-22,09/02/2021,03/02/2022,13,28.24957,-15.54952,A000693,,,Zam_21_22,11/01/2021,05/31/2022,111,149,ba189070-7763-4acd-8328-f85c6fb8958f
Makulu_plot_1_21-22,03/02/2022,07/30/2022,13,28.24957,-15.54952,A000693,,,Zam_21_22,11/01/2021,05/31/2022,111,149,ba189070-7763-4acd-8328-f85c6fb8958f
Makulu_plot_13,09/02/2020,03/02/2021,0,28.24915,-15.54929,A000302,,,Zam_20_21,11/01/2020,05/31/2021,195,195,ae2db049-18c1-433c-a7bb-25567410b6d9
Makulu_plot_13,03/02/2021,07/30/2021,0,28.24915,-15.54929,A000302,,,Zam_20_21,11/01/2020,05/31/2021,195,195,ae2db049-18c1-433c-a7bb-25567410b6d9
Makulu_plot_2_21-22,09/02/2021,03/02/2022,14,28.24956,-15.54955,A000709,,,Zam_21_22,11/01/2021,05/31/2022,111,149,acd6e4a5-0463-442f-9d77-bedfbc6adff6
Makulu_plot_2_21-22,03/02/2022,07/30/2022,14,28.24956,-15.54955,A000709,,,Zam_21_22,11/01/2021,05/31/2022,111,149,acd6e4a5-0463-442f-9d77-bedfbc6adff6
Makulu_plot_3,09/02/2020,03/02/2021,2,28.24949,-15.54959,A000694,,,Zam_20_21,11/01/2020,05/31/2021,139,195,da665ea7-26db-4762-bfea-fac7ab74b692
Makulu_plot_3,03/02/2021,07/30/2021,2,28.24949,-15.54959,A000694,,,Zam_20_21,11/01/2020,05/31/2021,139,195,da665ea7-26db-4762-bfea-fac7ab74b692
Makulu_plot_3_21-22,09/02/2021,03/02/2022,15,28.24952,-15.5498,A000477,,,Zam_21_22,11/01/2021,05/31/2022,111,149,c1c74a5b-4fe0-40e8-9efd-fc1abede9959
Makulu_plot_3_21-22,03/02/2022,07/30/2022,15,28.24952,-15.5498,A000477,,,Zam_21_22,11/01/2021,05/31/2022,111,149,c1c74a5b-4fe0-40e8-9efd-fc1abede9959
Makulu_plot_4_21-22,09/02/2021,03/02/2022,16,28.24945,-15.54958,A000434,,,Zam_21_22,11/01/2021,05/31/2022,111,149,18eb56ae-4a11-40fa-ab7b-d16b20ce901d
Makulu_plot_4_21-22,03/02/2022,07/30/2022,16,28.24945,-15.54958,A000434,,,Zam_21_22,11/01/2021,05/31/2022,111,149,18eb56ae-4a11-40fa-ab7b-d16b20ce901d
Makulu_plot_5_21-22,09/02/2021,03/02/2022,17,28.24956,-15.54983,A000407,,,Zam_21_22,11/01/2021,05/31/2022,111,149,655b8132-5cec-4cb8-bff7-1664f92b2dff
Makulu_plot_5_21-22,03/02/2022,07/30/2022,17,28.24956,-15.54983,A000407,,,Zam_21_22,11/01/2021,05/31/2022,111,149,655b8132-5cec-4cb8-bff7-1664f92b2dff
Makulu_plot_6_21-22,09/02/2021,03/02/2022,18,28.24936,-15.54965,A000301,,,Zam_21_22,11/01/2021,05/31/2022,111,149,519a143a-8f70-4a3d-82c0-e9679391056c
Makulu_plot_6_21-22,03/02/2022,07/30/2022,18,28.24936,-15.54965,A000301,,,Zam_21_22,11/01/2021,05/31/2022,111,149,519a143a-8f70-4a3d-82c0-e9679391056c
Makulu_plot_7,09/02/2020,03/02/2021,1,28.24953,-15.54936,A000291,,,Zam_20_21,11/01/2020,05/31/2021,139,195,23b412d2-7a5b-4085-83ba-b14c119d20ce
Makulu_plot_7,03/02/2021,07/30/2021,1,28.24953,-15.54936,A000291,,,Zam_20_21,11/01/2020,05/31/2021,139,195,23b412d2-7a5b-4085-83ba-b14c119d20ce
Makulu_plot_7_21-22,09/02/2021,03/02/2022,19,28.24932,-15.54968,A000721,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5ed69fba-6d93-4355-973c-c64b78b2caa1
Makulu_plot_7_21-22,03/02/2022,07/30/2022,19,28.24932,-15.54968,A000721,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5ed69fba-6d93-4355-973c-c64b78b2caa1
Makulu_plot_8_21-22,09/02/2021,03/02/2022,20,28.24932,-15.54973,A000408,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5708289a-8cfb-48bf-b385-3bcc9cb96cfa
Makulu_plot_8_21-22,03/02/2022,07/30/2022,20,28.24932,-15.54973,A000408,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5708289a-8cfb-48bf-b385-3bcc9cb96cfa
Makulu_plot_9_21-22,09/02/2021,03/02/2022,21,28.24927,-15.54975,A000784,,,Zam_21_22,11/01/2021,05/31/2022,111,149,f94b3be1-fc79-4423-94a3-d07f2c916323
Makulu_plot_9_21-22,03/02/2022,07/30/2022,21,28.24927,-15.54975,A000784,,,Zam_21_22,11/01/2021,05/31/2022,111,149,f94b3be1-fc79-4423-94a3-d07f2c916323
Mufulira_farmer,09/02/2020,03/02/2021,9,28.15108,-12.62577,A000693,A000434,,Zam_20_21,11/01/2020,05/31/2021,85,131,eac77c6f-57ba-43a5-9ed4-692ce86ae7e8
Mufulira_farmer,03/02/2021,07/30/2021,9,28.15108,-12.62577,A000693,A000434,,Zam_20_21,11/01/2020,05/31/2021,85,131,eac77c6f-57ba-43a5-9ed4-692ce86ae7e8
Mufulira_plot_1,09/02/2020,03/02/2021,7,28.14757,-12.61372,A000793,A000477,,Zam_20_21,11/01/2020,05/31/2021,84,118,9fcd27df-842f-4f81-80f1-e0d404a61afd
Mufulira_plot_1,03/02/2021,07/30/2021,7,28.14757,-12.61372,A000793,A000477,,Zam_20_21,11/01/2020,05/31/2021,84,118,9fcd27df-842f-4f81-80f1-e0d404a61afd
Mufulira_plot_5,09/02/2020,03/02/2021,8,28.14746,-12.61358,A000407,,,Zam_20_21,11/01/2020,05/31/2021,84,118,f4672a18-15f7-4283-bb82-68df66856cbe
Mufulira_plot_5,03/02/2021,07/30/2021,8,28.14746,-12.61358,A000407,,,Zam_20_21,11/01/2020,05/31/2021,84,118,f4672a18-15f7-4283-bb82-68df66856cbe
planet_C003002,11/02/2019,05/02/2020,140,-100.7710541,41.08688204,C003002,,,planet,01/01/2020,12/31/2020,225,250,927f6649-465e-481d-b9fc-31d96fabd1c5
planet_C003002,05/02/2020,11/02/2020,140,-100.7710541,41.08688204,C003002,,,planet,01/01/2020,12/31/2020,225,250,927f6649-465e-481d-b9fc-31d96fabd1c5
planet_C003002,11/02/2020,03/01/2021,140,-100.7710541,41.08688204,C003002,,,planet,01/01/2020,12/31/2020,225,250,927f6649-465e-481d-b9fc-31d96fabd1c5
planet_C003060,11/02/2019,05/02/2020,125,-100.7705569,41.08750774,C003060,,,planet,01/01/2020,12/31/2020,225,250,6e2d0902-4b19-420b-8b92-31fda6544f13
planet_C003060,05/02/2020,11/02/2020,125,-100.7705569,41.08750774,C003060,,,planet,01/01/2020,12/31/2020,225,250,6e2d0902-4b19-420b-8b92-31fda6544f13
planet_C003060,11/02/2020,03/01/2021,125,-100.7705569,41.08750774,C003060,,,planet,01/01/2020,12/31/2020,225,250,6e2d0902-4b19-420b-8b92-31fda6544f13
planet_C003110,11/02/2019,05/02/2020,77,-121.7985622,38.53718525,C003110,,,planet,01/01/2020,12/31/2020,250,250,f6e69bca-9f95-478b-b3e5-f214623f3643
planet_C003110,05/02/2020,11/02/2020,77,-121.7985622,38.53718525,C003110,,,planet,01/01/2020,12/31/2020,250,250,f6e69bca-9f95-478b-b3e5-f214623f3643
