Location,new_start,new_end,X,lon,lat,Pod1,Pod2,Pod3,Group,start_date,end_date,Ortho,Scene,order_id_s_h,Valid_season?,Multiple_seasons?
kenya_A000716,2021-07-01,2021-12-31,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be,,
kenya_A000716,2021-12-31,2022-07-01,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be,,
kenya_A000716,2022-07-01,2022-12-31,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be,,
kenya_A000716,2022-12-31,2023-03-01,51,37.04585,-0.03129,A000716,,,kenya,03/01/2018,12/31/2022,250,250,d25ecd00-20c1-429a-9846-1c2ca28cc3be,,
kenya_A000722,2017-12-31,2018-07-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2018-07-01,2018-12-31,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2018-12-31,2019-07-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2019-07-01,2019-12-31,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2019-12-31,2020-07-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2020-07-01,2020-12-31,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2020-12-31,2021-07-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2021-07-01,2021-12-31,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2021-12-31,2022-07-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2022-07-01,2022-12-31,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000722,2022-12-31,2023-03-01,52,37.12959,-0.01424,A000722,,,kenya,03/01/2018,12/31/2022,250,250,7e3a9307-ed9c-421c-a13b-160f3728b79f,,
kenya_A000724,2017-12-31,2018-07-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2018-07-01,2018-12-31,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2018-12-31,2019-07-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2019-07-01,2019-12-31,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2019-12-31,2020-07-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2020-07-01,2020-12-31,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2020-12-31,2021-07-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2021-07-01,2021-12-31,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2021-12-31,2022-07-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2022-07-01,2022-12-31,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000724,2022-12-31,2023-03-01,53,37.07295,0.13545,A000724,,,kenya,03/01/2018,12/31/2022,250,250,594f0d20-8015-459a-b933-45376139efe9,,
kenya_A000729,2017-12-31,2018-07-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2018-07-01,2018-12-31,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2018-12-31,2019-07-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2019-07-01,2019-12-31,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2019-12-31,2020-07-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2020-07-01,2020-12-31,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2020-12-31,2021-07-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2021-07-01,2021-12-31,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2021-12-31,2022-07-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2022-07-01,2022-12-31,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000729,2022-12-31,2023-03-01,54,37.07884,0.10557,A000729,,,kenya,03/01/2018,12/31/2022,250,250,dc3c3fe5-b02b-47fa-9798-c62c8936d679,,
kenya_A000756,2017-12-31,2018-07-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2018-07-01,2018-12-31,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2018-12-31,2019-07-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2019-07-01,2019-12-31,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2019-12-31,2020-07-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2020-07-01,2020-12-31,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2020-12-31,2021-07-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2021-07-01,2021-12-31,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2021-12-31,2022-07-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2022-07-01,2022-12-31,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000756,2022-12-31,2023-03-01,55,37.19581,0.07336,A000756,,,kenya,03/01/2018,12/31/2022,250,250,18f1056d-913f-4d37-9d74-ef2996348302,,
kenya_A000769,2017-12-31,2018-07-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2018-07-01,2018-12-31,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2018-12-31,2019-07-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2019-07-01,2019-12-31,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2019-12-31,2020-07-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2020-07-01,2020-12-31,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2020-12-31,2021-07-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2021-07-01,2021-12-31,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2021-12-31,2022-07-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2022-07-01,2022-12-31,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000769,2022-12-31,2023-03-01,56,37.2139,0.04287,A000769,,,kenya,03/01/2018,12/31/2022,250,250,6b967311-5f56-4563-a2cb-c4d19f9a9f4a,,
kenya_A000793,2017-12-31,2018-07-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2018-07-01,2018-12-31,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2018-12-31,2019-07-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2019-07-01,2019-12-31,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2019-12-31,2020-07-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2020-07-01,2020-12-31,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2020-12-31,2021-07-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2021-07-01,2021-12-31,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2021-12-31,2022-07-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2022-07-01,2022-12-31,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
kenya_A000793,2022-12-31,2023-03-01,57,37.02913,-0.0711,A000793,,,kenya,03/01/2018,12/31/2022,250,250,e1bdde30-1ad8-4273-b16f-b65533c14178,,
Makulu_farmer,2020-09-02,2021-03-02,3,28.28576,-15.58808,A000415,,,Zam_20_21,11/01/2020,05/31/2021,121,166,91bb65ce-98cf-49c3-a983-bbba10817ebb,,
Makulu_farmer,2021-03-02,2021-07-30,3,28.28576,-15.58808,A000415,,,Zam_20_21,11/01/2020,05/31/2021,121,166,91bb65ce-98cf-49c3-a983-bbba10817ebb,,
Makulu_plot_1_21-22,2021-09-02,2022-03-02,13,28.24957,-15.54952,A000693,,,Zam_21_22,11/01/2021,05/31/2022,111,149,ba189070-7763-4acd-8328-f85c6fb8958f,,
Makulu_plot_1_21-22,2022-03-02,2022-07-30,13,28.24957,-15.54952,A000693,,,Zam_21_22,11/01/2021,05/31/2022,111,149,ba189070-7763-4acd-8328-f85c6fb8958f,,
Makulu_plot_13,2020-09-02,2021-03-02,0,28.24915,-15.54929,A000302,,,Zam_20_21,11/01/2020,05/31/2021,195,195,ae2db049-18c1-433c-a7bb-25567410b6d9,,
Makulu_plot_13,2021-03-02,2021-07-30,0,28.24915,-15.54929,A000302,,,Zam_20_21,11/01/2020,05/31/2021,195,195,ae2db049-18c1-433c-a7bb-25567410b6d9,,
Makulu_plot_2_21-22,2021-09-02,2022-03-02,14,28.24956,-15.54955,A000709,,,Zam_21_22,11/01/2021,05/31/2022,111,149,acd6e4a5-0463-442f-9d77-bedfbc6adff6,,
Makulu_plot_2_21-22,2022-03-02,2022-07-30,14,28.24956,-15.54955,A000709,,,Zam_21_22,11/01/2021,05/31/2022,111,149,acd6e4a5-0463-442f-9d77-bedfbc6adff6,,
Makulu_plot_3,2020-09-02,2021-03-02,2,28.24949,-15.54959,A000694,,,Zam_20_21,11/01/2020,05/31/2021,139,195,da665ea7-26db-4762-bfea-fac7ab74b692,,
Makulu_plot_3,2021-03-02,2021-07-30,2,28.24949,-15.54959,A000694,,,Zam_20_21,11/01/2020,05/31/2021,139,195,da665ea7-26db-4762-bfea-fac7ab74b692,,
Makulu_plot_3_21-22,2021-09-02,2022-03-02,15,28.24952,-15.5498,A000477,,,Zam_21_22,11/01/2021,05/31/2022,111,149,c1c74a5b-4fe0-40e8-9efd-fc1abede9959,,
Makulu_plot_3_21-22,2022-03-02,2022-07-30,15,28.24952,-15.5498,A000477,,,Zam_21_22,11/01/2021,05/31/2022,111,149,c1c74a5b-4fe0-40e8-9efd-fc1abede9959,,
Makulu_plot_4_21-22,2021-09-02,2022-03-02,16,28.24945,-15.54958,A000434,,,Zam_21_22,11/01/2021,05/31/2022,111,149,18eb56ae-4a11-40fa-ab7b-d16b20ce901d,,
Makulu_plot_4_21-22,2022-03-02,2022-07-30,16,28.24945,-15.54958,A000434,,,Zam_21_22,11/01/2021,05/31/2022,111,149,18eb56ae-4a11-40fa-ab7b-d16b20ce901d,,
Makulu_plot_5_21-22,2021-09-02,2022-03-02,17,28.24956,-15.54983,A000407,,,Zam_21_22,11/01/2021,05/31/2022,111,149,655b8132-5cec-4cb8-bff7-1664f92b2dff,,
Makulu_plot_5_21-22,2022-03-02,2022-07-30,17,28.24956,-15.54983,A000407,,,Zam_21_22,11/01/2021,05/31/2022,111,149,655b8132-5cec-4cb8-bff7-1664f92b2dff,,
Makulu_plot_6_21-22,2021-09-02,2022-03-02,18,28.24936,-15.54965,A000301,,,Zam_21_22,11/01/2021,05/31/2022,111,149,519a143a-8f70-4a3d-82c0-e9679391056c,,
Makulu_plot_6_21-22,2022-03-02,2022-07-30,18,28.24936,-15.54965,A000301,,,Zam_21_22,11/01/2021,05/31/2022,111,149,519a143a-8f70-4a3d-82c0-e9679391056c,,
Makulu_plot_7,2020-09-02,2021-03-02,1,28.24953,-15.54936,A000291,,,Zam_20_21,11/01/2020,05/31/2021,139,195,23b412d2-7a5b-4085-83ba-b14c119d20ce,,
Makulu_plot_7,2021-03-02,2021-07-30,1,28.24953,-15.54936,A000291,,,Zam_20_21,11/01/2020,05/31/2021,139,195,23b412d2-7a5b-4085-83ba-b14c119d20ce,,
Makulu_plot_7_21-22,2021-09-02,2022-03-02,19,28.24932,-15.54968,A000721,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5ed69fba-6d93-4355-973c-c64b78b2caa1,,
Makulu_plot_7_21-22,2022-03-02,2022-07-30,19,28.24932,-15.54968,A000721,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5ed69fba-6d93-4355-973c-c64b78b2caa1,,
Makulu_plot_8_21-22,2021-09-02,2022-03-02,20,28.24932,-15.54973,A000408,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5708289a-8cfb-48bf-b385-3bcc9cb96cfa,,
Makulu_plot_8_21-22,2022-03-02,2022-07-30,20,28.24932,-15.54973,A000408,,,Zam_21_22,11/01/2021,05/31/2022,111,149,5708289a-8cfb-48bf-b385-3bcc9cb96cfa,,
Makulu_plot_9_21-22,2021-09-02,2022-03-02,21,28.24927,-15.54975,A000784,,,Zam_21_22,11/01/2021,05/31/2022,111,149,f94b3be1-fc79-4423-94a3-d07f2c916323,,
Makulu_plot_9_21-22,2022-03-02,2022-07-30,21,28.24927,-15.54975,A000784,,,Zam_21_22,11/01/2021,05/31/2022,111,149,f94b3be1-fc79-4423-94a3-d07f2c916323,,
Mufulira_farmer,2020-09-02,2021-03-02,9,28.15108,-12.62577,A000693,A000434,,Zam_20_21,11/01/2020,05/31/2021,85,131,eac77c6f-57ba-43a5-9ed4-692ce86ae7e8,,
Mufulira_farmer,2021-03-02,2021-07-30,9,28.15108,-12.62577,A000693,A000434,,Zam_20_21,11/01/2020,05/31/2021,85,131,eac77c6f-57ba-43a5-9ed4-692ce86ae7e8,,
Mufulira_plot_1,2020-09-02,2021-03-02,7,28.14757,-12.61372,A000793,A000477,,Zam_20_21,11/01/2020,05/31/2021,84,118,9fcd27df-842f-4f81-80f1-e0d404a61afd,,
Mufulira_plot_1,2021-03-02,2021-07-30,7,28.14757,-12.61372,A000793,A000477,,Zam_20_21,11/01/2020,05/31/2021,84,118,9fcd27df-842f-4f81-80f1-e0d404a61afd,,
Mufulira_plot_5,2020-09-02,2021-03-02,8,28.14746,-12.61358,A000407,,,Zam_20_21,11/01/2020,05/31/2021,84,118,f4672a18-15f7-4283-bb82-68df66856cbe,,
Mufulira_plot_5,2021-03-02,2021-07-30,8,28.14746,-12.61358,A000407,,,Zam_20_21,11/01/2020,05/31/2021,84,118,f4672a18-15f7-4283-bb82-68df66856cbe,,
